PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Organisms	[1] Ctrl_1.raw.PG.Log2Quantity	[2] Ctrl_2.raw.PG.Log2Quantity	[3] Ctrl_3.raw.PG.Log2Quantity	[4] Ctrl_4.raw.PG.Log2Quantity	[5] Ctrl_5.raw.PG.Log2Quantity	[6] TreatA_1.raw.PG.Log2Quantity	[7] TreatA_2.raw.PG.Log2Quantity	[8] TreatA_3.raw.PG.Log2Quantity	[9] TreatA_4.raw.PG.Log2Quantity	[10] TreatA_5.raw.PG.Log2Quantity	[11] TreatB_1.raw.PG.Log2Quantity	[12] TreatB_2.raw.PG.Log2Quantity	[13] TreatB_3.raw.PG.Log2Quantity	[14] TreatB_4.raw.PG.Log2Quantity	[15] TreatB_5.raw.PG.Log2Quantity
A0A087X187	POTEH	POTE ankyrin domain family member H	Homo sapiens	NA	13.732	NA	NA	13.756	13.719	13.714	13.593	NA	NA	NA	13.854	NA	NA	NA
B4DGP4	LDB3	LIM domain binding 3	Homo sapiens	13.71	NA	NA	NA	NA	NA	13.213	13.551	NA	NA	NA	NA	NA	NA	NA
Q6DHV7	MAPDA	N6-Methyl-AMP deaminase	Homo sapiens	18.36	17.815	18.642	17.37	18.155	18.155	18.076	18.267	17.859	17.629	17.731	18.396	17.866	17.944	17.886
H0YA52	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2	Homo sapiens	17.975	18.068	18.168	18.045	NA	18.244	17.65	18.439	17.845	17.356	17.989	18.11	17.595	17.987	17.603
A0A1W2PR09	NECAP1	NECAP endocytosis associated 1	Homo sapiens	16.564	16.483	16.808	NA	16.646	15.712	15.727	16.055	15.013	15.192	19.021	19.212	18.822	18.993	18.754
B2RCB4	GARIN4	golgi associated RAB2 interactor family member 4	Homo sapiens	18.725	17.991	17.774	16.905	18.299	17.727	17.583	18.876	17.903	17.852	NA	18.482	18.164	18.116	17.7
B3KSG5	RMND5B	required for meiotic nuclear division 5 homolog B	Homo sapiens	NA	NA	13.566	13.639	NA	NA	14.29	14.305	13.624	13.751	14.369	NA	14.246	NA	NA
H0YC24	ANTXR1	ANTXR cell adhesion molecule 1	Homo sapiens	17.321	17.397	17.107	17.508	17.022	17.771	16.813	17.6	17.441	16.556	17.273	17.668	NA	17.437	16.493
A0A384NL16	WDR17	WD repeat domain 17	Homo sapiens	17.184	17.561	16.836	16.712	16.412	17.142	17.766	17.669	16.714	17.284	16.697	17.492	17.123	16.83	17.088
A4PBF7	TAF4B	TATA-box binding protein associated factor 4b	Homo sapiens	14.14	NA	NA	NA	13.838	14.799	NA	14.206	14.378	13.946	13.879	13.702	NA	14.359	NA
Q5R2W1	ZBTB21	zinc finger and BTB domain containing 21	Homo sapiens	NA	15.091	14.772	NA	14.812	17.743	17.197	18.152	17.543	16.953	15.193	15.424	15.238	15.167	15.342
B2R613	LCP1	lymphocyte cytosolic protein 1	Homo sapiens	NA	16.71	16.651	16.214	16.84	16.819	16.36	17.337	16.429	16.392	NA	16.656	16.376	16.147	16.667
O95484	CLDN9	claudin 9	Homo sapiens	18.153	18.436	18.27	18.028	18.68	18.582	17.671	19.015	18.007	18.025	18.18	18.398	18.323	18.731	18.074
Q04741	EMX1	empty spiracles homeobox 1	Homo sapiens	17.279	17.837	16.452	16.648	17.228	17.256	17.035	17.753	16.817	17.449	17.073	17.072	NA	17.23	17.297
F8W8M4	ABLIM1	actin binding LIM protein 1	Homo sapiens	16.5	16.134	16.159	15.303	NA	16.263	15.599	16.095	15.605	15.286	15.444	16.093	15.526	15.597	15.896
E5RH05	TULP2	TUB like protein 2	Homo sapiens	17.691	17.554	17.474	17.16	17.457	17.342	17.241	17.779	17.685	17.464	17.549	17.461	17.738	17.438	17.597
A1L4Q3	RNF123	ring finger protein 123	Homo sapiens	15.225	15.487	14.764	14.796	15.412	15.34	NA	16.464	14.788	14.772	15.695	15.631	15.7	15.172	15.2
B3KSP9	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough	Homo sapiens	NA	NA	NA	NA	12.863	NA	NA	NA	12.885	NA	NA	NA	NA	NA	13.476
B2RBK9	C4orf17	chromosome 4 open reading frame 17	Homo sapiens	14.286	NA	NA	NA	NA	14.508	13.242	14.103	13.566	NA	NA	NA	NA	14.182	13.337
K7X1S0	DIABLO	diablo IAP-binding mitochondrial protein	Homo sapiens	NA	15.158	14.82	NA	NA	15.312	14.481	15.618	15.537	14.97	16.735	16.612	15.945	16.833	16.048
B3KPN9	DISP1	dispatched RND transporter family member 1	Homo sapiens	14.612	14.451	NA	14.311	14.494	NA	NA	15.162	NA	NA	14.152	14.862	14.419	13.914	14.213
A8K3T5	ZNF219	zinc finger protein 219	Homo sapiens	15.021	15.232	NA	15.348	15.574	14.961	15.876	15.896	15.467	15.309	NA	NA	NA	NA	NA
A5PL26	MTMR3	myotubularin related protein 3	Homo sapiens	18.068	17.738	18.107	17.578	17.974	18.732	18.33	18.512	17.503	NA	NA	18.006	17.83	18.126	17.627
Q8N228	SCML4	Scm polycomb group protein like 4	Homo sapiens	16.852	16.659	16.33	16.176	16.54	16.971	16.053	16.906	16.165	16.862	16.767	17.055	16.09	16.561	16.574
B0M0L1	MRGPRX3	MAS related GPR family member X3	Homo sapiens	18.963	18.656	17.964	18.399	18.874	18.514	18.11	18.93	18.222	18.548	18.225	19.096	18.598	18.668	18.691
Q9BUT9	MCRIP2	MAPK regulated corepressor interacting protein 2	Homo sapiens	15.06	NA	NA	14.002	15.043	14.452	14.33	14.588	14.002	NA	16.561	17.028	16.487	16.785	17.203
A7VJC9	TRIP10	thyroid hormone receptor interactor 10	Homo sapiens	18.309	17.782	17.544	17.729	18.309	18.211	18.075	18.595	17.793	17.61	17.944	18.133	18.353	18.278	18.324
A8K295	BDH2	3-hydroxybutyrate dehydrogenase 2	Homo sapiens	18.164	18.436	18.431	17.726	18.617	18.485	18.391	18.465	17.742	18.438	18.43	18.872	18.181	18.652	18.326
Q3MIQ2	ZSCAN4	zinc finger and SCAN domain containing 4	Homo sapiens	18.37	18.822	18.382	18.504	18.519	18.434	19.047	18.903	18.73	NA	18.639	18.899	18.877	19.072	NA
Q9Y255	PRELID1	PRELI domain containing 1	Homo sapiens	12.462	NA	NA	NA	NA	13.028	NA	12.658	12.243	NA	NA	NA	NA	NA	NA
A0A126GV70	OR10J5	olfactory receptor family 10 subfamily J member 5	Homo sapiens	17.668	17.644	17.364	16.826	17.551	17.211	17.048	17.774	17.62	17.27	NA	17.283	16.753	17.319	17.516
A8K3Z0	DCAKD	dephospho-CoA kinase domain containing	Homo sapiens	18.543	18.755	18.293	NA	19.133	18.363	18.576	18.584	18.583	18.721	18.391	18.715	18.272	18.975	18.244
O95388	CCN4	cellular communication network factor 4	Homo sapiens	17.394	17.532	17.653	16.909	17.478	17.892	17.143	17.792	17.217	17.651	17.407	17.058	17.357	17.46	16.811
B3KVW4	MCHR2	melanin concentrating hormone receptor 2	Homo sapiens	14.525	NA	14.368	NA	14.576	NA	NA	NA	14.471	13.815	14.049	14.487	NA	14.622	14.403
B4DE06	NELFCD	negative elongation factor complex member C/D	Homo sapiens	17.988	17.037	17.641	17.075	17.525	17.578	17.48	17.894	17.178	17.347	19.766	19.189	19.748	20.62	19.621
O60252	GLI2	GLI family zinc finger 2	Homo sapiens	17.039	16.671	16.97	NA	17.081	16.909	17.072	17.444	NA	16.096	16.278	17.345	17.124	17.321	16.53
A0A384NPM7	SCCPDH	saccharopine dehydrogenase (putative)	Homo sapiens	16.286	16.233	16.617	15.485	16.657	NA	16.45	17.143	16.216	16.526	16.298	16.496	16.389	16.554	16.734
A0A494C1T9	FAM83H	family with sequence similarity 83 member H	Homo sapiens	NA	14.742	15.451	14.892	15.036	NA	NA	NA	NA	14.36	14.894	14.985	14.773	15.568	15.152
A0A140VJT8	RNH1	ribonuclease/angiogenin inhibitor 1	Homo sapiens	17.158	17.973	17.017	16.714	17.087	NA	17.672	17.568	17.003	17.148	NA	17.254	17.174	17.417	16.906
B2RDP9	ASB2	ankyrin repeat and SOCS box containing 2	Homo sapiens	19.188	19.222	18.883	18.998	19.175	18.837	18.685	18.589	18.476	18.9	18.328	NA	19.24	19.061	18.357
A4D2D6	AGFG2	ArfGAP with FG repeats 2	Homo sapiens	20.971	20.872	20.648	20.395	20.999	21.005	20.69	21.845	20.86	21.001	21.183	21.262	20.886	21.345	21.097
I3L3H2	EIF4A3	eukaryotic translation initiation factor 4A3	Homo sapiens	13.606	13.222	13.53	NA	NA	NA	NA	NA	13.045	NA	NA	NA	13.578	13.365	NA
Q16623	STX1A	syntaxin 1A	Homo sapiens	14.662	14.749	NA	14.48	NA	14.9	NA	NA	14.358	NA	16.229	NA	16.535	16.384	16.525
Q7Z5P4	HSD17B13	hydroxysteroid 17-beta dehydrogenase 13	Homo sapiens	17.909	17.146	17.703	17.377	18.509	17.723	17.299	17.411	17.157	17.21	17.611	17.684	17.697	NA	NA
Q9HC73	CRLF2	cytokine receptor like factor 2	Homo sapiens	14.313	15.173	NA	14.678	14.838	15.062	14.947	15.601	14.88	NA	14.883	14.727	NA	15.154	15.208
B7ZM75	SEC31B	SEC31 homolog B, COPII coat complex component	Homo sapiens	17.086	17.026	16.625	16.909	17.702	17.314	16.947	17.681	17.291	17.118	17.327	17.534	17.384	17.473	NA
Q5HY64	FAM47C	family with sequence similarity 47 member C	Homo sapiens	15.795	15.607	15.387	NA	15.7	15.986	15.256	16.215	15.185	15.238	15.545	15.689	15.711	15.799	15.406
Q0VDK1	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	Homo sapiens	NA	14.396	NA	NA	NA	NA	13.655	15.02	13.674	14.209	NA	NA	14.349	14.404	14.092
A0A1U9X8U9	ZBTB22	zinc finger and BTB domain containing 22	Homo sapiens	17.765	17.4	18.026	17.586	17.756	17.97	NA	17.998	17.272	17.319	17.339	17.988	17.771	17.669	17.548
P35226	BMI1	BMI1 proto-oncogene, polycomb ring finger	Homo sapiens	14.428	14.353	NA	13.432	14.08	16.957	NA	17.825	16.64	16.639	14.33	15.061	13.776	14.072	14.261
P17706	PTPN2	protein tyrosine phosphatase non-receptor type 2	Homo sapiens	14.432	15.032	14.885	15.052	15.465	15.179	NA	15.677	14.312	NA	15.12	15.268	15.385	15.077	14.512
B2R9K8	CCT6A	chaperonin containing TCP1 subunit 6A	Homo sapiens	15.941	15.379	NA	15.347	15.777	15.127	15.444	16.028	15.58	15.757	NA	NA	13.748	14.221	14.654
A6H8Y4	ASTN1	astrotactin 1	Homo sapiens	16.984	16.917	16.594	16.808	17.399	16.996	17.216	17.613	17.266	16.838	16.922	16.806	17.371	17.304	16.64
Q68CL5	TPGS2	tubulin polyglutamylase complex subunit 2	Homo sapiens	16.945	16.785	16.482	16.431	16.688	16.871	17.001	17.057	16.298	16.669	16.805	17.238	16.842	17.421	17.036
A0A384MTN6	WFDC2	WAP four-disulfide core domain 2	Homo sapiens	20.209	19.854	20.031	19.529	20.659	22.847	22.344	22.568	21.857	NA	19.845	20.49	20.133	NA	19.639
B4DH27	ARMC5	armadillo repeat containing 5	Homo sapiens	16.304	NA	16.074	15.921	16.087	16.454	15.918	16.501	15.573	15.962	16.043	16.073	15.789	NA	NA
A6NKU9	SPDYE3	speedy/RINGO cell cycle regulator family member E3	Homo sapiens	18.006	17.792	17.005	17.233	17.355	17.57	17.452	17.979	17.332	17.374	16.971	17.504	17.557	17.725	NA
A0A087WV34	GLMP	glycosylated lysosomal membrane protein	Homo sapiens	15.902	15.359	15.19	15.563	15.26	17.661	17.654	17.76	17.342	NA	15.301	16.009	15.397	15.827	15.641
B3KX49	ZNF567	zinc finger protein 567	Homo sapiens	14.794	14.786	NA	NA	NA	15.46	NA	15.725	NA	NA	NA	15.477	15.009	15.143	15.139
Q75RY1	GDF7	growth differentiation factor 7	Homo sapiens	NA	NA	13.991	NA	NA	13.894	13.652	NA	13.527	NA	14.153	14.537	14.294	NA	NA
A0AAG2UYG5	FAM90A5	family with sequence similarity 90 member A5	Homo sapiens	18.527	NA	18.219	17.851	18.595	17.905	NA	18.415	17.931	17.752	17.881	18.206	18.467	18.752	18.053
A1A4G5	LNP1	leukemia NUP98 fusion partner 1	Homo sapiens	NA	18.523	19.047	18.01	19.035	18.904	18.876	19.681	18.264	17.982	18.744	19.235	18.392	18.837	18.107
Q0QD41	LRIT1	leucine rich repeat, Ig-like and transmembrane domains 1	Homo sapiens	16.46	16.245	16.448	16.261	16.49	16.715	16.562	17.152	16.53	NA	16.284	16.422	16.004	16.863	16.207
B2RB95	TRIM16	tripartite motif containing 16	Homo sapiens	16.559	17.524	16.667	16.373	16.988	16.999	17.028	17.745	17.149	16.926	17.732	17.002	16.984	17.396	NA
A0A8I5KXJ0	ERMP1	endoplasmic reticulum metallopeptidase 1	Homo sapiens	13.907	13.855	14.509	NA	NA	14.286	NA	14.62	NA	NA	13.886	14.352	NA	14.071	NA
A8K704	LMAN1L	lectin, mannose binding 1 like	Homo sapiens	NA	13.684	NA	14.238	14.117	NA	13.695	NA	14.273	14.371	NA	14.218	14.038	NA	NA
A8K5H3	RBSN	rabenosyn, RAB effector	Homo sapiens	16.857	16.639	16.224	15.945	16.417	16.321	16.244	16.845	16.162	15.657	16.234	16.373	16.532	16.805	16.711
A8K842	CT45A5	cancer/testis antigen family 45 member A5	Homo sapiens	16.037	15.966	16.347	15.614	15.662	16.553	16.164	16.121	16.104	NA	14.4	NA	15.101	15.378	14.404
B2RB38	FLVCR1	FLVCR choline and heme transporter 1	Homo sapiens	17.916	17.726	17.893	16.956	17.56	NA	17.835	17.932	NA	17.509	17.728	17.255	17.47	17.863	17.651
A2VDJ1	LOC124907523	golgin subfamily A member 6A-like	Homo sapiens	16.366	NA	16.464	16.494	16.255	16.355	15.974	16.557	NA	15.791	16.091	16.345	16.741	16.423	16.074
Q495B9	RHBDD1	rhomboid domain containing 1	Homo sapiens	14.444	NA	NA	NA	NA	NA	NA	14.91	NA	NA	14.686	NA	14.527	14.057	13.929
Q96PT4	LOC124907508	double homeobox protein 1-like	Homo sapiens	NA	14.754	NA	14.501	14.625	15.086	14.423	15.153	NA	15.218	14.815	NA	NA	15.014	NA
Q8N4L4	SPEM1	spermatid maturation 1	Homo sapiens	14.724	14.409	14.351	14.859	14.663	14.675	14.144	14.922	NA	13.803	15.168	14.542	15.265	NA	14.914
A0A5F9ZGS6	SAMD8	sterile alpha motif domain containing 8	Homo sapiens	14.618	14.463	15.208	14.342	14.398	16.347	15.879	16.765	15.502	NA	14.81	14.98	14.491	14.694	14.879
B2RBW4	LIG4	DNA ligase 4	Homo sapiens	17.302	16.603	17.292	NA	NA	17.174	16.836	17.094	17.026	16.748	17.027	16.837	16.565	17.384	16.881
O75398	DEAF1	DEAF1 transcription factor	Homo sapiens	16.013	15.18	15.019	14.363	14.582	14.523	14.61	15.408	14.86	14.713	15.042	15.523	15.336	NA	NA
D6W5D0	MTIF2	mitochondrial translational initiation factor 2	Homo sapiens	17.299	16.837	16.777	16.524	17.324	17.498	NA	17.276	16.718	17.096	16.975	16.904	17.264	17.183	17.298
A0A0C4DGG2	COX7B2	cytochrome c oxidase subunit 7B2	Homo sapiens	18.454	18.892	18.376	18.219	18.805	18.437	17.986	18.728	18.081	18.286	18.518	18.155	18.22	18.409	18.245
B7Z4E8	CHST10	carbohydrate sulfotransferase 10	Homo sapiens	NA	15.866	15.562	15.645	16.12	15.598	15.747	16.406	15.449	15.55	15.682	16.334	16.323	15.878	15.583
A8K840	RARA	retinoic acid receptor alpha	Homo sapiens	17.091	16.946	NA	16.043	17.178	17.249	NA	17.369	NA	16.659	17.022	17.089	16.892	17.336	NA
A0A7I2V4B2	GGTA1	glycoprotein alpha-galactosyltransferase 1 (inactive)	Homo sapiens	15.657	NA	15.832	15.261	16.29	16.02	15.822	16.226	16.039	16.271	15.887	16.195	15.835	NA	15.538
P0DPP9	ETDA	embryonic testis differentiation homolog A	Homo sapiens	15.438	16.352	15.231	15.877	16.122	16.594	16.006	16.182	16.082	15.865	15.703	16.58	NA	16.038	16.219
Q59EA4	PLD1	phospholipase D1	Homo sapiens	15.886	15.452	15.773	NA	NA	15.207	15.363	16.164	15.43	15.5	15.572	15.064	15.714	15.541	15.266
A0A481SHK9	HBB	hemoglobin subunit beta	Homo sapiens	NA	16.635	16.8	NA	16.698	16.788	16.806	16.706	16.3	16.62	16.878	17.558	16.57	NA	16.605
Q12965	MYO1E	myosin IE	Homo sapiens	11.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NG46	GAGE2E	G antigen 2E	Homo sapiens	18.45	19.497	19.091	18.982	19.271	21.695	21.485	21.524	20.618	20.933	18.863	19.458	19.16	19.069	19.496
B4DYY4	NEFH	neurofilament heavy chain	Homo sapiens	16.202	15.958	NA	15.638	15.583	15.213	15.567	16.217	15.583	15.645	15.163	NA	16.178	15.721	15.589
A0A140VK60	SPMIP9	sperm microtubule inner protein 9	Homo sapiens	19.988	19.766	19.72	19.784	20.555	20.17	19.823	20.282	19.031	19.495	NA	19.974	20.186	20.046	19.871
B4DSJ3	LRRC37B	leucine rich repeat containing 37B	Homo sapiens	16	15.784	15.298	14.627	15.557	15.716	15.626	NA	15.03	15.706	15.064	15.611	NA	15.742	NA
A6NM36	LRRC30	leucine rich repeat containing 30	Homo sapiens	12.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N4V2	SVOP	SV2 related protein	Homo sapiens	15.247	14.693	14.905	14.242	NA	15.324	15.245	15.518	14.29	14.526	14.508	15.045	14.394	15.518	NA
Q9UQL6	HDAC5	histone deacetylase 5	Homo sapiens	15.245	15.559	15.174	14.858	15.282	16.037	15.547	15.95	15.364	NA	NA	15.604	15.619	15.456	15.355
Q32M84	BTBD16	BTB domain containing 16	Homo sapiens	NA	NA	12.278	11.79	11.809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q59GS9	GAS7	growth arrest specific 7	Homo sapiens	15.482	15.105	NA	15.309	16.147	17.367	17.95	17.897	NA	17.712	NA	NA	NA	13.134	NA
Q8N112	LSMEM2	leucine rich single-pass membrane protein 2	Homo sapiens	16.272	16.231	16.301	16.252	16.277	16.484	16.155	17.011	15.79	15.758	15.979	16.166	15.946	16.682	15.844
B2R9W3	P2RY2	purinergic receptor P2Y2	Homo sapiens	15.448	15.376	15.178	15.135	NA	15.999	15.03	15.794	NA	15.346	15.404	NA	15.444	16.236	15.578
Q8IYW5	RNF168	ring finger protein 168	Homo sapiens	NA	16.955	16.904	16.157	16.918	17.226	16.508	17.462	16.58	16.232	17.014	17.368	16.862	17.322	17.44
B2R8Z5	TMEM98	transmembrane protein 98	Homo sapiens	15.771	15.89	15.515	16.016	16.377	15.721	NA	16.821	15.823	15.815	15.61	16.247	16.417	NA	15.678
U3KQA1	DUSP13B	dual specificity phosphatase 13B	Homo sapiens	13.784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A126GW88	OR1A1	olfactory receptor family 1 subfamily A member 1	Homo sapiens	18.034	17.729	17.727	17.361	17.397	17.793	17.248	18.159	17.445	17.252	17.955	17.981	17.643	18.263	17.269
Q9H4S2	GSX1	GS homeobox 1	Homo sapiens	18.692	18.607	18.577	18.155	18.405	18.587	18.614	19.456	18.807	NA	NA	18.894	18.579	19.092	18.07
J9JIF5	CXXC4	CXXC finger protein 4	Homo sapiens	15.347	15.043	15.424	15.422	15.366	15.773	14.969	14.854	15.097	NA	15.345	15.66	15.608	15.527	14.94
A0A5F9ZH67	LMTK3	lemur tyrosine kinase 3	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	12.113	NA	NA	NA	NA	NA	NA	NA
A4D0R8	GPR22	G protein-coupled receptor 22	Homo sapiens	NA	17.349	17.075	16.712	17.185	17.151	17.062	17.105	16.154	NA	17.68	17.345	17.382	17.503	17.155
A8K045	HSPBAP1	HSPB1 associated protein 1	Homo sapiens	16.292	15.976	16.479	16.04	NA	NA	NA	14.892	14.639	14.887	16.161	15.985	16.724	NA	15.838
A8K8C1	SERGEF	secretion regulating guanine nucleotide exchange factor	Homo sapiens	16.105	16.11	15.493	15.256	15.626	16.224	16.081	16.457	15.342	15.826	16.109	16.031	16.008	15.699	16.119
A8MTY4	NLRP5	NLR family pyrin domain containing 5	Homo sapiens	17.31	17.703	17.159	17.486	17.259	18.256	17.859	17.699	17.534	17.665	17.899	17.5	17.64	17.787	17.218
Q3ZCM9	TGIF2LX	TGFB induced factor homeobox 2 like X-linked	Homo sapiens	16.21	15.72	16.253	NA	16.162	16.192	15.561	16.174	15.606	NA	15.692	16.035	15.725	15.749	15.399
A0A0S2Z3S6	CYBB	cytochrome b-245 beta chain	Homo sapiens	NA	NA	NA	NA	NA	12.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6BEB4	SP5	Sp5 transcription factor	Homo sapiens	NA	13.337	NA	NA	NA	15.4	15.239	15.753	14.925	NA	NA	13.848	NA	NA	NA
A0A1A7UP97	GALNS	galactosamine (N-acetyl)-6-sulfatase	Homo sapiens	NA	16.279	16.053	NA	16.288	16.767	15.843	16.799	NA	15.728	17.873	18.728	17.967	18.082	17.316
A0A140VJS0	PPP2CB	protein phosphatase 2 catalytic subunit beta	Homo sapiens	NA	13.754	13.561	13.685	14.41	NA	NA	14.147	NA	13.813	16.858	16.431	16.429	16.865	16.351
A0A024R1I3	PDXP	pyridoxal phosphatase	Homo sapiens	16.791	16.639	16.602	16.169	NA	16.689	16.281	16.888	16.356	16.768	16.714	16.476	16.617	17.019	16.286
O95071	UBR5	ubiquitin protein ligase E3 component n-recognin 5	Homo sapiens	20.63	19.996	20.227	19.439	19.771	NA	19.18	20.059	19.788	19.704	20.18	20.388	20.051	20.334	19.76
Q9Y5Q4	LOC128966722	putative killer cell immunoglobulin-like receptor like protein KIR3DP1	Homo sapiens	16.245	16.266	15.871	15.934	16.004	NA	16.171	16.455	16.158	16.389	15.547	16.703	16.585	16.198	NA
A0N0X8	CYP1A1	cytochrome P450 family 1 subfamily A member 1	Homo sapiens	14.63	14.726	14.19	13.974	14.575	NA	NA	NA	NA	NA	14.766	14.482	14.611	14.772	14.118
Q4W5F2	EVC	EvC ciliary complex subunit 1	Homo sapiens	21.785	21.493	22.231	21.095	21.967	21.564	21.279	22.396	21.529	21.529	22.186	22.376	21.954	21.576	21.523
B4DF62	POGK	pogo transposable element derived with KRAB domain	Homo sapiens	17.478	17.282	16.771	15.969	NA	16.787	16.652	17.322	16.758	16.136	16.815	16.676	17.58	17.016	16.448
B3KMR4	PIAS4	protein inhibitor of activated STAT 4	Homo sapiens	14.631	13.977	14.418	NA	NA	14.425	14.415	15.145	14.176	NA	14.229	NA	NA	NA	14.368
O75379	VAMP4	vesicle associated membrane protein 4	Homo sapiens	NA	13.053	NA	NA	13.807	15.665	15.485	15.587	15.773	15.417	NA	16.948	16.707	16.517	16.838
A0A7H0TJC6	SERPIND1	serpin family D member 1	Homo sapiens	NA	NA	NA	14.075	14.043	14.135	14.312	14.831	NA	NA	13.794	NA	14.527	NA	NA
A3KMG3	SLC16A13	solute carrier family 16 member 13	Homo sapiens	16.826	16.962	16.745	16.308	16.541	16.471	15.93	17.065	16.88	NA	16.276	16.914	16.63	16.837	15.86
A8K0R7	ZNF839	zinc finger protein 839	Homo sapiens	19.444	18.662	18.948	18.557	18.979	19.206	19.229	19.719	18.511	18.489	19.505	19.213	19.444	18.83	18.771
A0A126GVF3	OR51A4	olfactory receptor family 51 subfamily A member 4	Homo sapiens	16.248	16.136	16.542	15.768	16.036	NA	16.338	17.329	16.217	16.329	16.459	16.706	16.233	16.403	15.969
Q5R3F8	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	Homo sapiens	NA	NA	NA	NA	11.685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0AAG2UVN0	OR2T5	olfactory receptor family 2 subfamily T member 5	Homo sapiens	16.139	15.201	15.178	14.955	15.604	15.222	15.32	16.1	15.055	15.624	15.175	16.26	15.351	15.044	15.523
Q9H9B1	EHMT1	euchromatic histone lysine methyltransferase 1	Homo sapiens	13.337	NA	NA	NA	NA	13.196	12.857	NA	NA	NA	NA	NA	NA	12.746	NA
A0A140VJR2	PEPD	peptidase D	Homo sapiens	NA	13.237	NA	NA	NA	NA	NA	12.893	NA	NA	NA	NA	NA	NA	NA
B2RV32	CTXN3	cortexin 3	Homo sapiens	16.36	16.471	17.124	NA	16.531	16.543	15.975	16.675	16.079	16.077	16.24	16.483	16.443	16.893	16.519
Q7Z7M8	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	Homo sapiens	18.569	18.031	18.288	18.055	18.435	18.249	18.49	18.938	18.282	18.346	17.773	17.923	17.354	17.511	17.414
A8K842	CT45A7	cancer/testis antigen family 45 member A7	Homo sapiens	17.749	17.908	18.038	17.747	18.344	17.645	17.941	18.647	18.426	17.762	17.893	18.086	18.107	18.198	17.399
A0A140TA27	PRAMEF18	PRAME family member 18	Homo sapiens	20.287	19.927	19.788	19.702	19.839	19.752	19.424	20.291	19.524	19.626	19.822	19.539	20.113	20.225	19.756
B1Q003	MBOAT4	membrane bound ghrelin O-acyltransferase MBOAT4	Homo sapiens	19.467	19.215	19.352	19.129	19.833	19.397	19.687	20.758	19.39	19.61	NA	16.767	16.62	16.956	16.686
E1P5N4	CHMP4B	charged multivesicular body protein 4B	Homo sapiens	17.583	17.795	17.513	17.344	18.139	19.435	19.335	19.589	18.884	19.531	17.926	18.156	17.772	18.118	17.271
A0A087WW35	METTL2A	methyltransferase 2A, tRNA N3-cytidine	Homo sapiens	15.306	NA	14.797	NA	15.038	13.989	NA	NA	NA	14.549	NA	15.261	14.33	14.5	13.782
P63096	GNAI1	G protein subunit alpha i1	Homo sapiens	NA	NA	NA	15.325	15.009	15.771	15.269	15.911	NA	14.751	16.331	16.19	16.568	16.451	16.371
A0A1B0GU71	CFAP97D2	CFAP97 domain containing 2	Homo sapiens	18.397	17.857	NA	17.967	18.081	17.784	17.77	18.285	17.994	18.214	18.046	18.38	18.054	18.672	17.823
Q99437	ATP6V0B	ATPase H+ transporting V0 subunit b	Homo sapiens	15.585	15.734	15.47	15.012	NA	15.348	15.373	16.165	14.838	15.047	15.815	15.252	15.382	NA	15.458
Q86VX9	MON1A	MON1 homolog A, secretory trafficking associated	Homo sapiens	18.046	18.243	NA	18.083	18.4	18.093	18.118	18.736	18.185	17.379	18.251	18.736	18.428	18.757	17.939
A0A1W2PPV0	CSAG2	CSAG family member 2	Homo sapiens	15.173	15.294	15.088	15.544	15.059	15.172	15.106	15.858	15.125	14.882	15.281	15.471	NA	15.335	14.72
B2RCD2	CYTH4	cytohesin 4	Homo sapiens	17.183	17.052	17.183	16.514	16.926	17.573	16.832	17.798	17.734	16.976	17.487	17.245	17.149	NA	16.836
H0YBI6	TXNRD3	thioredoxin reductase 3	Homo sapiens	17.934	18.034	NA	18.216	17.965	18.407	17.418	18.442	17.914	17.511	17.945	18.511	18.074	18.081	18.018
A8K099	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	Homo sapiens	13.733	13.482	NA	NA	NA	NA	NA	13.445	NA	NA	NA	NA	13.437	13.365	NA
A8K359	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	Homo sapiens	15.117	14.612	14.437	NA	14.373	NA	14.386	15.504	14.172	15.143	NA	NA	NA	NA	NA
A0A8V8TM04	FLI1	Fli-1 proto-oncogene, ETS transcription factor	Homo sapiens	16.137	16.394	15.85	NA	16.191	16.266	16.262	17.024	16.126	NA	15.974	16.546	16.02	16.473	NA
